player,team,matches,runs_scored,batting_avg,strike_rate,wickets_taken,bowling_avg,economy_rate,maidens,dot_balls,key_wickets,catches,run_outs,potm_wins,potm_rate,team_wins,win_rate,avg_last_5_runs,avg_last_5_wickets
U Shahid,France,5,139,27.8,89.68,6,17.83,5.44,1,55,5,3,1,0,0.0,1,0.2,27.8,1.2
S Tambidoure,France,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
AV Ayyavooraju,France,1,5,5.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,5.0,0.0
H Niaz,France,11,185,16.82,110.78,0,20.0,5.71,0,9,0,2,0,0,0.0,6,0.55,15.6,0.0
Usman Khan,Chittagong Kings,84,2150,25.6,135.39,32,12.88,5.76,2,189,8,32,7,6,0.07,35,0.42,26.8,0.0
RJA Murphy,France,1,20,20.0,37.04,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,20.0,0.0
R Pavadaikannan,France,3,13,4.33,86.67,0,0.0,0.0,0,0,0,1,0,0,0.0,1,0.33,4.33,0.0
Shahzeb Mohammed,France,3,9,3.0,39.13,1,68.0,7.42,0,23,1,0,0,0,0.0,1,0.33,3.0,0.33
Zika Ali,France,1,13,13.0,37.14,0,17.0,4.25,0,16,0,0,0,0,0.0,0,0.0,13.0,0.0
R Ehsan,France,1,14,14.0,40.0,0,25.0,12.5,0,5,0,0,0,0,0.0,0,0.0,14.0,0.0
Ammar Zahir,France,3,22,7.33,64.71,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.33,7.33,0.0
Shahil Momin,Austria,18,241,13.39,90.94,16,26.44,5.76,0,192,9,6,2,1,0.06,8,0.44,5.0,0.0
Raza Iqbal,Norway,33,484,14.67,95.65,35,15.71,4.98,5,329,16,11,2,3,0.09,17,0.52,4.4,1.8
E Ul Haq,Norway,14,140,10.0,53.64,0,4.0,4.0,0,0,0,3,0,0,0.0,6,0.43,11.2,0.0
S Iftikhar,Norway,6,166,27.67,54.61,0,0.0,0.0,0,0,0,3,0,0,0.0,4,0.67,32.4,0.0
Safir Hayat,Norway,4,29,7.25,35.8,0,70.0,5.53,0,43,0,0,0,0,0.0,2,0.5,7.25,0.0
Ansar Iqbal,Norway,11,168,15.27,107.69,4,12.25,5.88,0,19,2,0,0,0,0.0,5,0.45,15.8,0.0
Tafseer Ali,Norway,12,155,12.92,73.11,6,13.0,4.98,1,48,2,4,0,1,0.08,6,0.5,21.4,1.0
D Crawford,Norway,3,21,7.0,44.68,5,18.4,3.86,1,91,3,0,0,0,0.0,1,0.33,7.0,1.67
S Waqas Ahmed,Norway,13,81,6.23,64.29,19,11.79,5.17,5,129,11,2,0,1,0.08,4,0.31,8.0,0.6
PK Thangavadivel,Norway,3,19,6.33,73.08,1,38.0,4.56,0,26,1,0,0,0,0.0,1,0.33,6.33,0.33
Shahzad Umran,Norway,1,0,0.0,0.0,2,12.5,4.69,0,22,0,0,0,0,0.0,1,1.0,0.0,2.0
P Bhart,Norway,12,26,2.17,49.06,9,22.33,5.64,0,95,8,4,0,0,0.0,5,0.42,0.4,0.6
A Raza,Belgium,13,172,13.23,119.44,0,0.0,0.0,0,0,0,12,5,0,0.0,6,0.46,10.0,0.0
Aziz Mohammad,Belgium,11,219,19.91,116.49,11,22.64,6.38,2,97,4,0,3,1,0.09,6,0.55,12.0,1.2
S Jamil,Belgium,10,58,5.8,62.37,0,11.0,9.43,0,2,0,6,2,0,0.0,6,0.6,6.4,0.0
F Khaliq,Belgium,9,113,12.56,92.62,18,10.22,4.06,4,165,10,3,1,2,0.22,4,0.44,12.4,1.6
Shaheryar Butt,Belgium,24,416,17.33,108.33,0,29.0,9.16,0,8,0,11,2,1,0.04,13,0.54,11.4,0.0
Sheraz Sheikh,Belgium,24,237,9.88,79.0,17,17.76,6.36,0,122,7,8,4,1,0.04,13,0.54,5.0,0.0
Mamoon Latif,Belgium,8,99,12.38,92.52,0,0.0,0.0,0,0,0,3,0,0,0.0,6,0.75,15.4,0.0
A Rehman,Belgium,2,26,13.0,70.27,3,11.67,3.68,2,40,1,2,0,0,0.0,0,0.0,13.0,1.5
S Mehta,Belgium,2,27,13.5,65.85,0,40.0,4.71,0,28,0,2,0,0,0.0,0,0.0,13.5,0.0
Reyhan Faiz,Belgium,2,2,1.0,25.0,2,28.5,4.27,3,51,1,0,0,0,0.0,0,0.0,1.0,1.0
Muhammad Fahim,Belgium,10,19,1.9,65.52,5,44.2,7.09,0,83,3,3,1,0,0.0,5,0.5,3.2,0.8
PWH de Silva,Rajasthan Royals,240,2835,11.81,121.31,379,19.3,6.1,32,3227,175,76,13,21,0.09,113,0.47,3.6,1.8
PVD Chameera,Sri Lanka,168,560,3.33,56.62,209,31.27,6.04,37,3311,119,32,5,3,0.02,67,0.4,0.8,1.2
SF Mire,Zimbabwe,48,1078,22.46,82.99,14,41.0,6.0,3,265,10,10,0,2,0.04,13,0.27,26.8,0.6
TK Musakanda,Zimbabwe,21,408,19.43,79.38,0,0.0,0.0,0,0,0,11,0,0,0.0,4,0.19,15.2,0.0
CR Ervine,Zimbabwe,181,5710,31.55,72.48,0,0.0,0.0,0,0,0,83,3,8,0.04,60,0.33,13.8,0.0
SC Williams,Zimbabwe,235,6866,29.22,88.6,150,39.45,4.92,52,3580,76,85,22,11,0.05,70,0.3,21.2,0.4
CT Mumba,Zimbabwe,19,96,5.05,46.38,23,38.96,5.3,16,616,16,3,1,0,0.0,5,0.26,2.6,0.8
TL Chatara,Zimbabwe,134,293,2.19,47.33,194,27.71,4.84,127,3883,106,11,7,2,0.01,48,0.36,3.4,1.8
FDM Karunaratne,Sri Lanka,140,8246,58.9,53.16,2,114.0,4.17,4,201,1,75,6,7,0.05,58,0.41,32.4,0.0
PM Pushpakumara,Chattogram Challengers,16,131,8.19,48.88,27,31.7,4.48,13,651,15,4,1,0,0.0,5,0.31,1.2,1.4
MVT Fernando,Sri Lanka,44,202,4.59,29.4,110,30.95,3.91,106,3565,54,5,0,0,0.0,13,0.3,8.8,5.4
HDRL Thirimanne,Sri Lanka,168,5560,33.1,55.61,3,48.33,4.53,1,98,1,76,2,2,0.01,67,0.4,6.8,0.0
A Dananjaya,Sri Lanka,100,557,5.57,66.39,137,30.85,5.5,38,2338,75,20,0,2,0.02,31,0.31,0.0,1.4
PM Nevill,Australia,73,1607,22.01,46.18,0,0.0,0.0,0,0,0,137,9,0,0.0,31,0.42,10.6,0.0
DR Sams,Sydney Thunder,190,2322,12.22,137.72,250,23.82,7.7,32,1884,120,66,6,7,0.04,88,0.46,12.0,0.6
DE Bollinger,Sydney Sixers,150,241,1.61,64.27,267,24.09,4.77,138,4952,136,39,2,7,0.05,87,0.58,0.8,0.8
WG Bosisto,Karnali Yaks,35,871,24.89,63.76,21,27.52,4.09,15,532,12,16,1,3,0.09,21,0.6,22.8,1.2
JR Philippe,New South Wales,163,4666,28.63,84.59,0,8.0,8.0,0,1,0,205,8,10,0.06,87,0.53,38.4,0.0
KW Richardson,Royal Challengers Bangalore,213,500,2.35,100.81,299,23.46,7.13,27,2545,128,75,12,10,0.05,99,0.46,4.0,1.6
M Labuschagne,Australia,236,12395,52.52,61.97,124,35.4,4.42,81,3559,50,149,22,12,0.05,113,0.48,28.2,0.4
JK Lalor,Brisbane Heat,64,140,2.19,84.34,72,25.94,8.18,3,482,42,16,1,1,0.02,23,0.36,1.0,1.0
B Doggett,South Australia,79,320,4.05,46.44,166,28.07,3.9,209,4977,80,24,3,1,0.01,34,0.43,6.2,3.8
TH David,Gulf Giants,269,6113,22.72,148.01,30,38.33,7.69,2,284,19,148,15,11,0.04,139,0.52,16.2,0.0
JM Muirhead,Perth Scorchers,13,15,1.15,107.14,12,24.0,7.61,0,65,7,7,0,0,0.0,8,0.62,2.0,0.8
L Bowe,Sydney Thunder,13,2,0.15,50.0,11,31.27,8.53,0,72,11,0,0,0,0.0,3,0.23,0.0,0.8
J Weatherald,Tasmania,139,5096,36.66,74.05,1,47.0,4.62,1,33,1,72,3,6,0.04,54,0.39,111.8,0.0
PM Siddle,Australia,301,2910,9.67,52.64,750,25.73,3.31,1259,25839,347,51,10,7,0.02,140,0.47,22.0,3.0
AJ Doolan,Melbourne Renegades,45,1861,41.36,53.28,0,0.0,0.0,0,0,0,31,1,1,0.02,19,0.42,11.8,0.0
JM Holland,Australia,45,225,5.0,57.4,99,34.34,2.93,240,5050,35,10,1,2,0.04,21,0.47,0.2,1.2
JM Mennie,Australia,43,640,14.88,50.0,95,29.18,3.74,135,3114,46,8,2,0,0.0,8,0.19,1.0,1.6
S Milenko,Hobart Hurricanes,42,652,15.52,87.99,23,29.78,3.88,32,751,11,13,0,0,0.0,18,0.43,6.4,0.6
TS Rogers,Pretoria Capitals,75,441,5.88,91.88,110,23.66,6.35,31,1263,65,21,6,4,0.05,29,0.39,3.2,1.0
RP Meredith,Tasmania,145,216,1.49,43.72,245,26.98,5.27,132,4492,129,23,3,6,0.04,75,0.52,4.8,4.0
SL Kalis,Netherlands,153,4054,26.5,80.82,7,21.57,4.87,1,67,3,48,4,9,0.06,71,0.46,24.8,0.2
B de Leede,Netherlands,88,1598,18.16,80.38,0,0.0,0.0,0,0,0,46,20,5,0.06,34,0.39,18.8,0.0
CC van Slobbe,Netherlands,14,109,7.79,48.23,13,18.38,5.37,1,119,10,2,0,0,0.0,2,0.14,10.4,1.4
HDJ Siegers,Netherlands,65,1115,17.15,103.82,30,19.8,5.59,4,312,11,15,1,4,0.06,24,0.37,15.0,0.8
HW Rambaldo,Netherlands,9,214,23.78,64.26,0,28.0,6.46,0,8,0,3,0,0,0.0,2,0.22,22.8,0.0
LK Bennett,Netherlands,12,8,0.67,57.14,15,16.4,5.63,0,106,13,1,0,0,0.0,3,0.25,0.4,1.0
L Klokgieters,Netherlands,15,19,1.27,52.78,11,26.18,5.72,2,144,7,1,0,0,0.0,2,0.13,0.8,0.8
R Rijke,Netherlands,80,1267,15.84,89.04,35,11.97,4.31,1,315,18,22,4,6,0.07,36,0.45,17.4,0.0
NT Gruny,United States of America,7,77,11.0,57.04,0,12.0,12.0,0,1,0,2,0,0,0.0,3,0.43,9.2,0.0
S Bhaskar,United States of America,12,160,13.33,71.11,0,0.0,0.0,0,0,0,3,0,0,0.0,4,0.33,11.6,0.0
S Sriharsha,United States of America,44,814,18.5,76.94,0,0.0,0.0,0,0,0,24,3,2,0.05,16,0.36,33.0,0.0
EH Rendler,United States of America,7,101,14.43,100.0,0,0.0,0.0,0,0,0,0,0,0,0.0,3,0.43,10.8,0.0
OT Wallerson,United States of America,8,73,9.12,80.22,6,19.5,5.16,1,69,3,3,0,0,0.0,4,0.5,1.8,1.0
C Atkins,United States of America,2,3,1.5,42.86,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.5,1.5,0.0
S Ramautar,United States of America,6,24,4.0,42.11,4,26.0,5.43,0,52,2,0,0,1,0.17,2,0.33,2.6,0.6
T Marshall,United States of America,1,0,0.0,0.0,1,37.0,9.25,0,8,1,0,0,0,0.0,0,0.0,0.0,1.0
C Beckford,United States of America,5,0,0.0,0.0,7,13.29,6.07,2,44,5,0,0,0,0.0,2,0.4,0.0,1.4
N Anand,United States of America,1,0,0.0,0.0,0,36.0,10.29,0,4,0,1,0,0,0.0,0,0.0,0.0,0.0
Faheem Ashraf,Fortune Barishal,210,2375,11.31,88.19,233,28.48,5.91,88,3480,124,68,4,8,0.04,116,0.55,4.0,3.2
GP Meade,Italy,43,658,15.3,77.78,16,31.25,5.66,3,256,7,21,5,1,0.02,20,0.47,8.2,0.0
Rakibul Hasan,Italy,41,305,7.44,86.89,44,19.5,5.84,3,418,25,8,1,0,0.0,27,0.66,4.0,1.6
PA Petricola,Italy,18,480,26.67,72.4,7,20.43,5.26,0,85,3,5,2,1,0.06,8,0.44,15.0,0.0
DG Crowley,Italy,27,989,36.63,81.27,21,31.81,4.49,3,498,12,9,2,4,0.15,10,0.37,34.0,1.2
Manpreet Singh,Singapore,105,1916,18.25,85.04,25,27.76,5.67,4,365,18,67,13,4,0.04,42,0.4,24.6,0.8
CS Sandri,Italy,24,602,25.08,100.17,40,20.77,5.2,3,474,23,5,4,2,0.08,8,0.33,20.0,1.6
BBJL Perera,Italy,34,573,16.85,97.28,2,16.0,4.47,0,25,0,8,0,0,0.0,15,0.44,8.2,0.0
MGSM Fernando,Italy,24,50,2.08,94.34,25,20.04,4.78,3,325,13,1,0,1,0.04,14,0.58,1.2,0.2
GRD Munasinghe,Italy,30,116,3.87,72.96,48,20.6,5.51,9,564,25,8,1,0,0.0,15,0.5,14.4,1.4
MWR Stokes,Guernsey,40,950,23.75,88.04,24,31.88,5.32,8,445,17,16,6,6,0.15,22,0.55,57.0,0.4
J Butler,Guernsey,44,786,17.86,98.25,21,14.43,6.86,0,98,17,18,1,3,0.07,26,0.59,37.2,0.0
OE Newey,Guernsey,16,628,39.25,66.04,17,16.53,4.48,7,241,14,5,0,3,0.19,8,0.5,22.8,1.4
LJ Barker,Guernsey,14,209,14.93,77.12,0,20.0,5.71,0,10,0,5,0,1,0.07,6,0.43,10.4,0.0
JC Martin,Guernsey,12,142,11.83,80.68,0,0.0,0.0,0,0,0,14,1,0,0.0,6,0.5,7.2,0.0
LB Ferbrache,Guernsey,31,592,19.1,85.3,1,30.0,4.86,0,17,0,15,0,0,0.0,14,0.45,35.6,0.0
T Nightingale,Guernsey,31,601,19.39,91.76,8,28.38,5.72,1,103,0,15,3,3,0.1,18,0.58,28.4,0.8
B Fitchet,Guernsey,12,165,13.75,110.74,0,0.0,0.0,0,0,0,3,0,0,0.0,6,0.5,16.6,0.0
DR Hooper,Guernsey,33,235,7.12,77.81,40,20.7,5.25,3,464,15,7,7,2,0.06,17,0.52,18.4,2.2
JAJ Nussbaumer,Guernsey,12,86,7.17,64.66,14,22.43,3.92,7,286,6,9,0,0,0.0,6,0.5,4.2,0.8
MLA Ellis,Guernsey,13,14,1.08,48.28,19,19.47,3.54,13,402,6,0,0,0,0.0,6,0.46,0.6,1.6
SW Kalworai,Vanuatu,7,39,5.57,42.86,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.29,6.6,0.0
CJ Bodenstein,Jersey,24,231,9.62,72.64,32,14.81,4.83,5,331,20,6,2,0,0.0,14,0.58,13.0,0.6
BDH Stevens,Jersey,45,1085,24.11,79.55,65,16.46,4.32,15,855,25,21,2,6,0.13,27,0.6,8.0,0.8
EJB Miles,Jersey,45,47,1.04,58.75,59,20.03,5.01,12,734,28,3,3,0,0.0,30,0.67,0.2,1.6
RN Roach,Cayman Islands,7,71,10.14,37.37,3,24.67,5.22,0,42,2,2,0,0,0.0,1,0.14,11.0,0.4
YSD Seneveratne,Cayman Islands,25,768,30.72,92.2,1,61.0,6.91,0,18,0,7,0,3,0.12,10,0.4,47.6,0.0
RA Sealy,Cayman Islands,25,492,19.68,92.83,0,0.0,0.0,0,0,0,13,3,2,0.08,9,0.36,23.0,0.0
D Cato,Cayman Islands,8,128,16.0,50.59,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,22.6,0.0
RD Bovell,Cayman Islands,8,165,20.62,60.44,6,35.5,5.58,0,113,3,1,1,0,0.0,1,0.12,23.6,0.8
J Linton,Cayman Islands,2,12,6.0,66.67,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,6.0,0.0
C Wright,Cayman Islands,30,318,10.6,95.5,37,20.3,5.25,6,472,23,10,3,1,0.03,10,0.33,19.8,1.2
Gregory Smith,Cayman Islands,2,16,8.0,55.17,0,107.0,7.05,0,34,0,0,0,0,0.0,0,0.0,8.0,0.0
T Taylor,Cayman Islands,23,141,6.13,70.5,27,22.63,6.11,1,285,19,5,0,0,0.0,9,0.39,0.6,1.6
A Morris,Cayman Islands,27,54,2.0,57.45,35,21.37,5.0,10,506,19,3,0,1,0.04,8,0.3,2.8,1.6
C Cato,Cayman Islands,2,1,0.5,14.29,3,30.67,7.26,0,37,3,0,0,0,0.0,0,0.0,0.5,1.5
Janpreet Singh,Germany,2,17,8.5,32.69,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,8.5,0.0
H Singh,Germany,34,643,18.91,119.96,2,47.5,6.71,0,38,1,10,1,3,0.09,19,0.56,25.6,0.0
JE Duffin,Melbourne Renegades,53,1301,24.55,115.64,0,0.0,0.0,0,0,0,29,0,4,0.08,23,0.43,9.4,0.0
A Sutherland,Delhi Capitals,208,3308,15.9,92.66,223,22.41,5.89,35,2400,115,99,12,18,0.09,116,0.56,7.6,1.4
C Piparo,Perth Scorchers,70,813,11.61,95.31,0,0.0,0.0,0,0,0,21,1,0,0.0,23,0.33,7.6,0.0
EJ Smith,Sydney Thunder,6,24,4.0,80.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.8,0.0
M Banting,Perth Scorchers,11,55,5.0,79.71,0,0.0,0.0,0,0,0,0,0,0,0.0,5,0.45,8.6,0.0
MS Chapman,Hong Kong,208,6792,32.65,89.58,17,42.24,5.85,5,322,9,97,3,5,0.02,94,0.45,20.0,0.4
Craig Cachopa,Sussex,85,2293,26.98,72.7,0,0.0,0.0,0,0,0,44,0,1,0.01,35,0.41,24.2,0.0
RR O'Donnell,Auckland Aces,142,6195,43.63,59.91,18,35.72,3.56,26,733,10,122,7,0,0.0,63,0.44,82.8,0.0
BJ Horne,Auckland,86,2632,30.6,57.66,3,16.67,9.68,0,8,1,180,13,0,0.0,34,0.4,7.0,0.0
AT Nidamanuru,Netherlands,47,916,19.49,93.85,2,57.5,10.15,0,19,2,13,0,2,0.04,17,0.36,15.0,0.0
TS Nethula,Auckland Aces,46,683,14.85,53.23,135,31.93,3.74,119,4568,57,10,2,0,0.0,23,0.5,19.6,4.0
BG Lister,Auckland,101,297,2.94,43.93,163,24.94,4.08,156,3961,81,39,6,0,0.0,47,0.47,0.6,1.0
DAJ Bracewell,Central Stags,177,4008,22.64,66.29,405,28.25,3.63,539,13457,212,64,11,4,0.02,76,0.43,26.4,2.4
JA Clarkson,Central Stags,108,2837,26.27,92.05,52,35.69,4.08,61,1877,29,39,2,0,0.0,45,0.42,17.4,0.8
SHA Rance,Central Stags,78,672,8.62,93.33,179,24.11,3.9,181,4656,85,20,2,0,0.0,38,0.49,30.4,2.0
BS Smith,Central Stags,66,2757,41.77,47.5,1,61.0,2.77,4,98,0,30,4,0,0.0,20,0.3,76.6,0.2
BJ Small,Central Stags,36,453,12.58,65.75,48,34.38,4.65,45,1363,24,11,1,0,0.0,16,0.44,11.4,1.4
MA Pollard,Wellington Firebirds,51,1703,33.39,59.03,0,0.0,0.0,0,0,0,37,0,0,0.0,21,0.41,67.8,0.0
NM Kwant,Otago,10,124,12.4,110.71,0,0.0,0.0,0,0,0,3,0,0,0.0,7,0.7,18.2,0.0
BP Coburn,Canterbury,23,94,4.09,36.02,29,32.76,4.84,19,685,13,4,1,0,0.0,10,0.43,5.4,0.2
ATE Hazeldine,Otago,43,488,11.35,59.51,65,39.71,4.98,45,1911,41,10,0,0,0.0,13,0.3,2.8,1.4
SM Solia,Auckland,121,4048,33.45,49.86,126,27.96,4.03,117,3495,64,41,4,0,0.0,44,0.36,12.4,0.0
RM Hira,Canterbury,53,856,16.15,79.11,50,25.88,6.61,7,462,32,25,0,0,0.0,27,0.51,48.4,0.0
HM Nicholls,New Zealand,199,8724,43.84,60.74,0,10.0,3.33,0,12,0,129,8,6,0.03,105,0.53,35.4,0.0
JTA Benton,Munster Reds,12,51,4.25,130.77,12,24.33,7.18,0,67,6,3,1,0,0.0,7,0.58,3.0,1.0
LJ Carter,Canterbury,118,3953,33.5,60.73,0,24.0,4.0,0,23,0,93,4,0,0.0,58,0.49,44.4,0.0
KA Jamieson,Canterbury,127,1456,11.46,63.53,275,22.61,3.74,342,7074,140,27,2,5,0.04,69,0.54,4.4,3.6
DJ Grobbelaar,Auckland Aces,40,1098,27.45,47.45,69,34.49,3.63,101,2774,35,19,5,0,0.0,19,0.47,50.6,3.2
DP Conway,Lions,247,10956,44.36,81.21,0,0.0,0.0,0,0,0,133,6,14,0.06,123,0.5,22.6,0.0
OR Newton,Wellington,59,551,9.34,52.53,100,29.33,3.92,131,3129,58,12,2,0,0.0,21,0.36,4.2,1.6
JD Dalton,South Australia,4,205,51.25,38.32,0,16.0,2.29,1,32,0,0,0,0,0.0,0,0.0,51.25,0.0
CJ Sayers,South Australia,23,573,24.91,54.57,81,29.47,2.69,243,4250,42,6,0,1,0.04,3,0.13,34.2,1.8
DJ Worrall,Australia,176,1074,6.1,64.66,355,25.68,3.73,450,10376,191,37,2,4,0.02,84,0.48,1.2,1.4
TA Copeland,Sydney Sixers,32,559,17.47,60.56,102,25.08,2.4,295,5167,52,30,1,1,0.03,13,0.41,10.4,2.6
SJ Truloff,Queensland,8,178,22.25,39.82,0,0.0,0.0,0,0,0,14,1,0,0.0,0,0.0,19.8,0.0
LW Feldman,Brisbane Heat,20,95,4.75,54.6,40,28.35,3.62,63,1379,24,4,0,0,0.0,6,0.3,0.0,1.0
A van Schoor,Namibia,6,58,9.67,84.06,2,29.0,4.14,0,43,1,0,0,0,0.0,3,0.5,10.6,0.4
MP Enright,Namibia,8,108,13.5,67.5,11,10.55,5.12,1,63,7,1,0,0,0.0,2,0.25,14.2,0.8
I van Zyl,Namibia,58,260,4.48,56.77,54,15.33,4.58,7,582,31,8,5,1,0.02,32,0.55,0.6,0.8
A van der Merwe,Ireland,46,705,15.33,73.44,2,42.5,3.83,2,79,1,13,0,0,0.0,27,0.59,7.6,0.2
Yasmeen Khan,Namibia,84,1462,17.4,88.77,4,38.75,6.37,0,50,1,34,10,4,0.05,47,0.56,13.4,0.0
KA Green,Namibia,72,678,9.42,80.33,76,13.04,3.95,19,857,51,14,5,5,0.07,42,0.58,12.6,0.8
SA Wittmann,Namibia,61,859,14.08,86.94,37,14.3,4.31,4,402,21,18,2,3,0.05,32,0.52,8.6,0.2
H de Klerk,Namibia,5,24,4.8,54.55,2,28.5,5.8,1,23,2,0,0,0,0.0,2,0.4,4.8,0.4
D Dreyer,Namibia,1,4,4.0,80.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.0,0.0
Imam-ul-Haq,Pakistan,117,5158,44.09,66.59,0,9.0,4.5,0,5,0,42,0,5,0.04,57,0.49,21.6,0.0
Haris Sohail,Pakistan,82,2919,35.6,67.37,26,34.58,4.34,12,666,9,35,1,2,0.02,29,0.35,43.6,0.0
Usman Salahuddin,Pakistan,3,50,16.67,33.78,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,16.67,0.0
DM Bess,Somerset,163,3139,19.26,56.85,283,34.38,3.42,560,12005,120,49,5,0,0.0,73,0.45,23.6,2.0
SJ Murdoch,Wellington Firebirds,60,3274,54.57,57.83,0,0.0,0.0,0,0,0,41,1,0,0.0,26,0.43,77.2,0.0
HB Shipley,Canterbury,74,1337,18.07,68.74,132,25.84,4.41,106,3027,76,25,1,2,0.03,33,0.45,14.8,0.6
HD Rutherford,Derbyshire,228,8997,39.46,70.48,3,64.67,4.01,4,183,3,81,0,4,0.02,68,0.3,31.4,0.0
RJ Nicol,Auckland Aces,81,2310,28.52,52.24,24,39.54,5.99,7,422,14,45,1,3,0.04,28,0.35,51.8,0.2
S Hicks,Auckland Aces,27,859,31.81,51.07,7,65.29,4.14,11,458,2,16,0,0,0.0,8,0.3,27.6,0.6
MD Craig,Otago Volts,39,1228,31.49,55.39,106,42.11,3.56,229,5391,43,27,0,2,0.05,11,0.28,15.2,3.2
BG Randell,Central Districts,70,749,10.7,40.6,143,25.31,3.62,193,4314,75,26,2,0,0.0,36,0.51,1.4,1.4
BD Schmulian,Central Stags,53,3236,61.06,55.88,45,28.87,3.16,79,1801,9,24,2,0,0.0,21,0.4,49.6,0.6
TF van Woerkom,Ireland,40,575,14.38,36.25,69,33.49,3.34,148,3024,27,10,1,0,0.0,19,0.47,2.6,0.8
ML Guptill-Bunce,Auckland Aces,32,2043,63.84,69.47,0,0.0,0.0,0,0,0,26,0,0,0.0,15,0.47,95.8,0.0
FH Allen,Auckland Aces,183,5172,28.26,123.05,1,23.0,5.75,0,14,1,93,3,13,0.07,104,0.57,30.0,0.0
DK Ferns,Auckland,69,652,9.45,50.62,140,29.94,4.15,154,4081,68,23,4,1,0.01,23,0.33,0.0,1.6
Aniket Parikh,Auckland Aces,2,0,0.0,0.0,2,96.0,4.0,4,178,1,0,0,0,0.0,0,0.0,0.0,1.0
AD Ridley,Wellington Firebirds,3,52,17.33,44.83,2,53.5,4.46,5,102,0,0,0,0,0.0,1,0.33,17.33,0.67
HR Cooper,Northern Districts,89,3931,44.17,49.74,13,27.69,2.81,29,564,2,46,2,0,0.0,37,0.42,51.8,0.4
JK Silva,Sri Lanka,39,2099,53.82,40.34,0,0.0,0.0,0,0,0,34,3,0,0.0,16,0.41,48.6,0.0
S Samarawickrama,Sri Lanka,90,2259,25.1,96.79,0,0.0,0.0,0,0,0,39,8,3,0.03,46,0.51,13.8,0.0
HMRKB Herath,Sri Lanka,162,1737,10.72,52.57,514,26.81,3.07,729,18835,204,22,10,12,0.07,76,0.47,15.8,4.6
PLS Gamage,Sri Lanka,14,10,0.71,7.94,20,49.15,3.82,41,1027,11,2,0,0,0.0,2,0.14,0.2,1.0
JDF Vandersay,Sri Lanka,60,227,3.78,60.86,76,28.7,6.08,7,921,46,10,2,2,0.03,20,0.33,3.6,0.8
MD Shanaka,Sri Lanka,246,4223,17.17,108.59,104,29.3,6.22,20,1310,53,76,11,11,0.04,93,0.38,6.6,0.2
I Udana,Sri Lanka,145,1086,7.49,120.4,156,28.4,7.75,6,1211,68,29,17,5,0.03,69,0.48,2.8,0.4
ML Udawatte,Sri Lanka,17,337,19.82,65.69,0,0.0,0.0,0,0,0,2,0,0,0.0,7,0.41,11.4,0.0
SMA Priyanjan,Sri Lanka,41,687,16.76,86.31,16,32.5,6.55,2,170,8,14,1,0,0.0,19,0.46,19.8,0.0
Umar Amin,Islamabad United,51,952,18.67,74.14,4,40.25,3.33,5,199,2,17,4,0,0.0,21,0.41,9.6,0.0
PC de Silva,Sri Lanka,54,440,8.15,103.04,41,27.44,6.69,3,410,25,19,4,1,0.02,25,0.46,11.6,0.6
CT Dhururu,Zimbabwe,36,416,11.56,58.02,0,0.0,0.0,0,0,0,15,7,1,0.03,14,0.39,8.0,0.0
M Nalule,Uganda,3,15,5.0,50.0,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.67,5.0,0.0
S Kemigisha,Uganda,7,88,12.57,53.99,0,0.0,0.0,0,0,0,0,0,0,0.0,5,0.71,14.8,0.0
R Ntono,Uganda,14,113,8.07,55.39,0,0.0,0.0,0,0,0,0,0,0,0.0,8,0.57,7.8,0.0
R Musamali,Uganda,59,727,12.32,75.34,28,18.21,5.23,2,274,14,13,11,4,0.07,32,0.54,20.6,0.2
G Candiru,Uganda,10,161,16.1,72.52,20,8.65,4.61,0,104,13,1,0,4,0.4,6,0.6,8.8,1.0
F Najjumba,Uganda,15,151,10.07,71.23,7,16.86,5.24,1,61,2,3,0,1,0.07,10,0.67,12.8,0.4
I Nakisuuyi,Uganda,49,728,14.86,75.52,40,11.6,4.67,4,296,20,15,4,8,0.16,30,0.61,14.6,1.6
S Nampiina,Uganda,47,555,11.81,89.52,22,13.41,5.16,1,171,8,12,6,2,0.04,29,0.62,17.8,0.0
K Awino,Uganda,47,542,11.53,64.99,0,0.0,0.0,0,0,0,17,29,2,0.04,22,0.47,5.0,0.0
C Namugenyi,Uganda,6,2,0.33,66.67,2,42.5,4.59,1,59,2,0,0,0,0.0,3,0.5,0.4,0.2
C Aweko,Uganda,63,96,1.52,56.47,100,9.87,4.0,12,846,48,10,3,6,0.1,35,0.56,0.0,1.4
