venue,team,matches,wins,losses,win_rate,lose_rate
"Sophia Gardens, Cardiff",Middlesex,9,6,3,0.67,0.33
"County Ground, Northampton",Yorkshire,9,7,0,0.78,0.0
"North Marine Road Ground, Scarborough",Gloucestershire,3,1,1,0.33,0.33
"Merchant Taylors' School Ground, Northwood",Northamptonshire,2,0,1,0.0,0.5
"Grace Road, Leicester",Lancashire,5,3,1,0.6,0.2
"County Ground, Derby",Birmingham Bears,4,3,1,0.75,0.25
"County Ground, New Road, Worcester",Birmingham Bears,4,2,2,0.5,0.5
"County Ground, Northampton",Durham,10,3,5,0.3,0.5
"Kennington Oval, London",Kent,14,5,7,0.36,0.5
"County Ground, Hove",Hampshire,9,4,5,0.44,0.56
"St Lawrence Ground, Canterbury",Glamorgan,10,4,3,0.4,0.3
"Headingley, Leeds",Central Sparks,4,4,0,1.0,0.0
"The Rose Bowl, Southampton",Western Storm,5,1,4,0.2,0.8
"Old Trafford, Manchester",The Blaze,2,2,0,1.0,0.0
"The Rose Bowl, Southampton",Northern Diamonds,6,1,5,0.17,0.83
"Edgbaston, Birmingham",Thunder,2,0,2,0.0,1.0
"County Ground, Derby",The Blaze,4,3,1,0.75,0.25
"County Ground, Derby",South East Stars,3,2,1,0.67,0.33
"Royal Brunswick Ground, Hove, Brighton",Southern Vipers,1,1,0,1.0,0.0
"Royal Brunswick Ground, Hove, Brighton",South East Stars,1,0,1,0.0,1.0
Entebbe Cricket Oval,Tanzania,6,2,4,0.33,0.67
Entebbe Cricket Oval,Zimbabwe,5,5,0,1.0,0.0
Entebbe Cricket Oval,Namibia,11,5,6,0.45,0.55
Sylhet International Cricket Stadium,Durdanto Dhaka,3,0,3,0.0,1.0
"Shere Bangla National Stadium, Mirpur",Durdanto Dhaka,6,1,5,0.17,0.83
"Zahur Ahmed Chowdhury Stadium, Chattogram",Durdanto Dhaka,3,0,3,0.0,1.0
"Zahur Ahmed Chowdhury Stadium, Chattogram",Sylhet Strikers,7,2,5,0.29,0.71
Udayana Cricket Ground,Philippines,6,3,2,0.5,0.33
"R Premadasa Stadium, Colombo",Zimbabwe,6,1,4,0.17,0.67
"County Ground, Chelmsford",Warwickshire,8,2,5,0.25,0.62
"Kennington Oval, London",Yorkshire,7,2,3,0.29,0.43
"Radlett Cricket Club, Radlett",Northamptonshire,1,0,1,0.0,1.0
"Woodbridge Road, Guildford",Nottinghamshire,2,1,1,0.5,0.5
"County Ground, New Road, Worcester",Kent,7,2,5,0.29,0.71
"St Lawrence Ground, Canterbury",Durham,3,1,1,0.33,0.33
Rugby School Ground,Warwickshire,4,2,2,0.5,0.5
Rugby School Ground,Yorkshire,1,1,0,1.0,0.0
Rugby School Ground,Nottinghamshire,1,1,0,1.0,0.0
"Kensington Oval, Bridgetown, Barbados",Oman,2,0,1,0.0,0.5
"Kensington Oval, Bridgetown, Barbados",Namibia,2,0,1,0.0,0.5
"Grand Prairie Stadium, Dallas",Pakistan,1,0,0,0.0,0.0
"Grand Prairie Stadium, Dallas",United States of America,9,3,4,0.33,0.44
"Grand Prairie Stadium, Dallas",Sri Lanka,1,0,1,0.0,1.0
"Grand Prairie Stadium, Dallas",Bangladesh,1,1,0,1.0,0.0
"Nassau County International Cricket Stadium, New York",India,3,3,0,1.0,0.0
"Nassau County International Cricket Stadium, New York",Pakistan,2,1,1,0.5,0.5
"Nassau County International Cricket Stadium, New York",South Africa,3,3,0,1.0,0.0
"Nassau County International Cricket Stadium, New York",Bangladesh,1,0,1,0.0,1.0
"Sir Vivian Richards Stadium, North Sound, Antigua",Namibia,2,0,2,0.0,1.0
"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,2,2,0,1.0,0.0
"Sir Vivian Richards Stadium, North Sound, Antigua",England,11,8,2,0.73,0.18
"Brian Lara Stadium, Tarouba, Trinidad",Papua New Guinea,1,0,1,0.0,1.0
"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,3,2,1,0.67,0.33
"Sir Vivian Richards Stadium, North Sound, Antigua",India,1,1,0,1.0,0.0
"Kensington Oval, Bridgetown, Barbados",United States of America,2,0,2,0.0,1.0
"Kensington Oval, Bridgetown, Barbados",India,3,2,1,0.67,0.33
"Kensington Oval, Bridgetown, Barbados",South Africa,1,0,1,0.0,1.0
"Gaddafi Stadium, Lahore",Karachi Kings,8,4,4,0.5,0.5
Multan Cricket Stadium,Lahore Qalandars,2,1,1,0.5,0.5
"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,10,6,4,0.6,0.4
"Lord's, London",Manchester Originals,5,1,4,0.2,0.8
"Trent Bridge, Nottingham",Welsh Fire,4,2,2,0.5,0.5
"Edgbaston, Birmingham",Northern Superchargers,4,2,2,0.5,0.5
"Old Trafford, Manchester",Northern Superchargers,5,2,3,0.4,0.6
"Edgbaston, Birmingham",Trent Rockets,6,2,4,0.33,0.67
"Terdthai Cricket Ground, Bangkok",Myanmar,1,0,1,0.0,1.0
"Terdthai Cricket Ground, Bangkok",Cambodia,5,4,1,0.8,0.2
"Terdthai Cricket Ground, Bangkok",Bhutan,7,1,6,0.14,0.86
"Terdthai Cricket Ground, Bangkok",Saudi Arabia,8,8,0,1.0,0.0
"Terdthai Cricket Ground, Bangkok",Japan,5,2,3,0.4,0.6
"Terdthai Cricket Ground, Bangkok",Maldives,8,2,6,0.25,0.75
"Terdthai Cricket Ground, Bangkok",Indonesia,4,1,3,0.25,0.75
"Terdthai Cricket Ground, Bangkok",Singapore,5,3,2,0.6,0.4
"Mission Road Ground, Mong Kok, Hong Kong",Japan,5,2,3,0.4,0.6
"Selangor Turf Club, Kuala Lumpur",Hong Kong,7,3,4,0.43,0.57
"Selangor Turf Club, Kuala Lumpur",Bhutan,3,1,2,0.33,0.67
"Selangor Turf Club, Kuala Lumpur",Maldives,1,0,1,0.0,1.0
"Selangor Turf Club, Kuala Lumpur",Indonesia,1,1,0,1.0,0.0
"Selangor Turf Club, Kuala Lumpur",Malaysia,8,3,5,0.38,0.62
"Selangor Turf Club, Kuala Lumpur",Qatar,2,0,2,0.0,1.0
"Royal Selangor Club, Kuala Lumpur",Kuwait,1,1,0,1.0,0.0
"Royal Selangor Club, Kuala Lumpur",Myanmar,1,0,1,0.0,1.0
"Selangor Turf Club, Kuala Lumpur",Oman,1,0,1,0.0,1.0
"Selangor Turf Club, Kuala Lumpur",China,2,1,1,0.5,0.5
"Tribhuvan University International Cricket Ground, Kirtipur",Canada,3,0,3,0.0,1.0
"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,12,4,7,0.33,0.58
"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,2,1,1,0.5,0.5
"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,1,0,1,0.0,1.0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,1,1,0,1.0,0.0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,3,2,1,0.67,0.33
"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,17,9,8,0.53,0.47
University of Doha for Science and Technology,Hong Kong,2,1,1,0.5,0.5
University of Doha for Science and Technology,Qatar,5,4,1,0.8,0.2
"Mission Road Ground, Mong Kok, Hong Kong",Nepal,4,1,2,0.25,0.5
"Achimota Senior Secondary School B Field, Accra",Tanzania,3,1,1,0.33,0.33
"Achimota Senior Secondary School B Field, Accra",Nigeria,4,2,1,0.5,0.25
"Achimota Senior Secondary School A Field, Accra",Nigeria,3,1,2,0.33,0.67
"Achimota Senior Secondary School A Field, Accra",Zimbabwe,8,7,0,0.88,0.0
"Achimota Senior Secondary School A Field, Accra",Uganda,5,1,4,0.2,0.8
"Achimota Senior Secondary School A Field, Accra",Namibia,5,2,3,0.4,0.6
"Achimota Senior Secondary School B Field, Accra",Ghana,2,0,2,0.0,1.0
"Achimota Senior Secondary School B Field, Accra",Kenya,2,1,1,0.5,0.5
"Achimota Senior Secondary School B Field, Accra",Namibia,3,1,2,0.33,0.67
"Achimota Senior Secondary School A Field, Accra",Kenya,2,0,2,0.0,1.0
"Shere Bangla National Stadium, Mirpur",Australia,12,7,5,0.58,0.42
Prairie View Cricket Complex,Canada,4,0,4,0.0,1.0
Prairie View Cricket Complex,United States of America,7,6,1,0.86,0.14
"Zahur Ahmed Chowdhury Stadium, Chattogram",Zimbabwe,3,0,3,0.0,1.0
Prairie View Cricket Complex,Bangladesh,3,1,2,0.33,0.67
"Zayed Cricket Stadium, Abu Dhabi",United States of America,2,0,2,0.0,1.0
"Zayed Cricket Stadium, Abu Dhabi",Uganda,2,1,1,0.5,0.5
"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,4,2,2,0.5,0.5
"Tolerance Oval, Abu Dhabi",Thailand,3,1,2,0.33,0.67
"Tolerance Oval, Abu Dhabi",Scotland,7,5,2,0.71,0.29
"Zayed Cricket Stadium, Abu Dhabi",Ireland,11,6,5,0.55,0.45
Harare Sports Club,Papua New Guinea,7,0,6,0.0,0.86
"Eden Gardens, Kolkata",Punjab Kings,2,1,1,0.5,0.5
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,1,1,0,1.0,0.0
"Eden Gardens, Kolkata",Mumbai Indians,1,0,1,0.0,1.0
"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,11,4,6,0.36,0.55
"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,2,1,1,0.5,0.5
"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,3,0,3,0.0,1.0
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Malaysia,2,0,2,0.0,1.0
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Hong Kong,2,1,1,0.5,0.5
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,6,2,4,0.33,0.67
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Cambodia,3,0,3,0.0,1.0
Melbourne Cricket Ground,India,23,11,10,0.48,0.43
"Great Barrier Reef Arena, Mackay",Australia,2,2,0,1.0,0.0
"Great Barrier Reef Arena, Mackay",New Zealand,2,0,2,0.0,1.0
"North Sydney Oval, Sydney",England,2,0,1,0.0,0.5
"North Sydney Oval, Sydney",Australia,8,5,2,0.62,0.25
"Bellerive Oval, Hobart",England,3,0,3,0.0,1.0
Sydney Cricket Ground,England,19,6,12,0.32,0.63
Rangiri Dambulla International Stadium,United Arab Emirates,3,0,3,0.0,1.0
Rangiri Dambulla International Stadium,Nepal,3,1,2,0.33,0.67
Rangiri Dambulla International Stadium,Thailand,3,1,2,0.33,0.67
Rangiri Dambulla International Stadium,Malaysia,3,0,3,0.0,1.0
Rangiri Dambulla International Stadium,India,22,15,7,0.68,0.32
"Castle Avenue, Dublin",Pakistan,3,2,1,0.67,0.33
Europa Sports Complex,Estonia,5,1,4,0.2,0.8
"ICC Academy, Dubai",United States of America,3,1,2,0.33,0.67
"Sophia Gardens, Cardiff",Western Storm,5,2,3,0.4,0.6
"Sophia Gardens, Cardiff",Sunrisers,1,1,0,1.0,0.0
"Old Trafford, Manchester",Sunrisers,3,0,3,0.0,1.0
"County Ground, Northampton",South East Stars,2,1,1,0.5,0.5
"Trent Bridge, Nottingham",The Blaze,6,5,1,0.83,0.17
"Trent Bridge, Nottingham",Thunder,1,1,0,1.0,0.0
"Trent Bridge, Nottingham",Western Storm,1,0,1,0.0,1.0
"College Ground, Cheltenham",Northern Diamonds,1,1,0,1.0,0.0
"Old Edwardians Cricket Club Ground, Solihull",South East Stars,1,1,0,1.0,0.0
"Old Edwardians Cricket Club Ground, Solihull",Central Sparks,1,0,1,0.0,1.0
"Riverside Ground, Chester-le-Street",South East Stars,2,2,0,1.0,0.0
Pallekele International Cricket Stadium,Colombo Strikers,5,2,3,0.4,0.6
Pallekele International Cricket Stadium,Kandy Falcons,6,4,2,0.67,0.33
Rangiri Dambulla International Stadium,Kandy Falcons,4,1,3,0.25,0.75
Rangiri Dambulla International Stadium,Galle Marvels,4,2,2,0.5,0.5
Rangiri Dambulla International Stadium,Colombo Strikers,3,1,2,0.33,0.67
Rangiri Dambulla International Stadium,Dambulla Sixers,3,2,1,0.67,0.33
Rangiri Dambulla International Stadium,Jaffna Kings,4,3,1,0.75,0.25
"R Premadasa Stadium, Colombo",Colombo Strikers,9,4,5,0.44,0.56
"R Premadasa Stadium, Colombo",Kandy Falcons,8,4,4,0.5,0.5
"R Premadasa Stadium, Colombo",Dambulla Sixers,3,1,1,0.33,0.33
"Hagley Oval, Christchurch",England,3,2,1,0.67,0.33
"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Trinbago Knight Riders,4,1,2,0.25,0.5
"Queen's Park Oval, Port of Spain, Trinidad",Guyana Amazon Warriors,4,2,2,0.5,0.5
"Queen's Park Oval, Port of Spain, Trinidad",Antigua and Barbuda Falcons,1,1,0,1.0,0.0
"Brian Lara Stadium, Tarouba, Trinidad",Trinbago Knight Riders,13,6,6,0.46,0.46
Los Reyes Polo Club,Mexico,4,3,1,0.75,0.25
Los Reyes Polo Club,Costa Rica,4,1,3,0.25,0.75
"Forthill, Dundee",Oman,4,1,2,0.25,0.5
"Forthill, Dundee",Namibia,4,1,3,0.25,0.75
"Forthill, Dundee",Scotland,4,3,0,0.75,0.0
"Civil Service Cricket Club, Stormont, Belfast",North-West Warriors,7,5,1,0.71,0.14
Oak Hill Cricket Club,North-West Warriors,2,1,1,0.5,0.5
Oak Hill Cricket Club,Munster Reds,2,1,1,0.5,0.5
"Botswana Cricket Association Oval 2, Gaborone",Mozambique,3,1,2,0.33,0.67
"Botswana Cricket Association Oval 2, Gaborone",Rwanda,2,1,1,0.5,0.5
"Botswana Cricket Association Oval 1, Gaborone",Rwanda,8,7,1,0.88,0.12
"Civil Service Cricket Club, Stormont, Belfast",Sri Lanka,3,1,2,0.33,0.67
"Castle Avenue, Dublin",England,2,1,1,0.5,0.5
"Pembroke Cricket Club, Sandymount, Dublin",North-West Warriors,20,2,18,0.1,0.9
Udayana Cricket Ground,Thailand,5,3,2,0.6,0.4
"The Wanderers Stadium, Johannesburg",Pakistan,3,2,1,0.67,0.33
"Buffalo Park, East London",England,2,2,0,1.0,0.0
"Diamond Oval, Kimberley",England,2,1,1,0.5,0.5
"Diamond Oval, Kimberley",South Africa,5,3,1,0.6,0.2
"Kingsmead, Durban",England,2,1,1,0.5,0.5
Sharjah Cricket Stadium,Australia,8,8,0,1.0,0.0
Dubai International Cricket Stadium,South Africa,14,10,3,0.71,0.21
Sharjah Cricket Stadium,Scotland,7,0,7,0.0,1.0
Sharjah Cricket Stadium,England,8,5,2,0.62,0.25
Sharjah Cricket Stadium,India,1,0,1,0.0,1.0
"Church Street Park, Morrisville",Seattle Orcas,6,2,4,0.33,0.67
"Church Street Park, Morrisville",MI New York,4,2,2,0.5,0.5
"Church Street Park, Morrisville",Los Angeles Knight Riders,4,2,2,0.5,0.5
"Grand Prairie Stadium, Dallas",Seattle Orcas,4,1,3,0.25,0.75
"Grand Prairie Stadium, Dallas",San Francisco Unicorns,7,5,2,0.71,0.29
"Grand Prairie Stadium, Dallas",Washington Freedom,6,5,1,0.83,0.17
"Grand Prairie Stadium, Dallas",Texas Super Kings,6,3,3,0.5,0.5
"Queen's Park Oval, Port of Spain, Trinidad",South Africa,1,0,0,0.0,0.0
"Brian Lara Stadium, Tarouba, Trinidad",South Africa,3,0,3,0.0,1.0
"M Chinnaswamy Stadium, Bengaluru",India,7,6,1,0.86,0.14
"M Chinnaswamy Stadium, Bengaluru",South Africa,3,0,3,0.0,1.0
"MA Chidambaram Stadium, Chepauk, Chennai",South Africa,5,2,2,0.4,0.4
"Gahanga International Cricket Stadium, Rwanda",Botswana,14,3,11,0.21,0.79
"Gahanga International Cricket Stadium, Rwanda",Cameroon,4,0,4,0.0,1.0
"Gahanga B Ground, Rwanda",Malawi,6,2,4,0.33,0.67
"Gahanga B Ground, Rwanda",Rwanda,8,6,2,0.75,0.25
"Gahanga B Ground, Rwanda",Kenya,10,5,5,0.5,0.5
"Gahanga B Ground, Rwanda",Uganda,2,2,0,1.0,0.0
"Gahanga B Ground, Rwanda",Cameroon,2,0,2,0.0,1.0
"Gahanga International Cricket Stadium, Rwanda",Kenya,2,2,0,1.0,0.0
"Simar Cricket Ground, Rome",Austria,4,3,1,0.75,0.25
"Simar Cricket Ground, Rome",Romania,3,2,1,0.67,0.33
"Simar Cricket Ground, Rome",Portugal,2,1,1,0.5,0.5
"Simar Cricket Ground, Rome",Israel,2,0,2,0.0,1.0
"Simar Cricket Ground, Rome",Hungary,3,1,2,0.33,0.67
Roma Cricket Ground,Hungary,1,0,1,0.0,1.0
Roma Cricket Ground,Romania,2,2,0,1.0,0.0
"Simar Cricket Ground, Rome",France,3,1,2,0.33,0.67
"Simar Cricket Ground, Rome",Luxembourg,1,0,1,0.0,1.0
"Simar Cricket Ground, Rome",Turkey,2,0,2,0.0,1.0
"Simar Cricket Ground, Rome",Italy,3,3,0,1.0,0.0
Roma Cricket Ground,Isle of Man,4,1,3,0.25,0.75
Roma Cricket Ground,Luxembourg,4,1,3,0.25,0.75
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Sri Lanka,6,4,2,0.67,0.33
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",West Indies,6,2,4,0.33,0.67
"Scott Page Field, Vinor",Gibraltar,4,3,1,0.75,0.25
"Sportpark Maarschalkerweerd, Utrecht",Hong Kong,4,0,4,0.0,1.0
Kerava National Cricket Ground,Finland,10,4,6,0.4,0.6
Bayer Uerdingen Cricket Ground,Gibraltar,4,0,4,0.0,1.0
Bayer Uerdingen Cricket Ground,Slovenia,3,1,2,0.33,0.67
Bayer Uerdingen Cricket Ground,Switzerland,4,2,2,0.5,0.5
Bayer Uerdingen Cricket Ground,Serbia,4,0,4,0.0,1.0
Bayer Uerdingen Cricket Ground,Jersey,7,5,2,0.71,0.29
"King George V Sports Ground, Castel",Guernsey,5,3,2,0.6,0.4
"King George V Sports Ground, Castel",Jersey,2,2,0,1.0,0.0
Udayana Cricket Ground,Bhutan,5,2,3,0.4,0.6
"Sikh Union Club Ground, Nairobi",Kenya,15,9,6,0.6,0.4
"Sikh Union Club Ground, Nairobi",Rwanda,9,4,5,0.44,0.56
"Junction Oval, Melbourne",Melbourne Stars,11,5,6,0.45,0.55
"Junction Oval, Melbourne",Sydney Sixers,5,4,0,0.8,0.0
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Adelaide Strikers,4,1,3,0.25,0.75
"Western Australia Cricket Association Ground, Perth",Hobart Hurricanes,5,2,3,0.4,0.6
"Drummoyne Oval, Sydney",Hobart Hurricanes,1,0,1,0.0,1.0
"Drummoyne Oval, Sydney",Sydney Thunder,4,2,1,0.5,0.25
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,3,2,1,0.67,0.33
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Thunder,3,1,2,0.33,0.67
Sydney Showground Stadium,Perth Scorchers,10,6,4,0.6,0.4
"Bay Oval, Mount Maunganui",Sri Lanka,2,0,2,0.0,1.0
"Bay Oval, Mount Maunganui",Pakistan,4,0,4,0.0,1.0
"Saxton Oval, Nelson",New Zealand,6,4,2,0.67,0.33
"Saxton Oval, Nelson",Sri Lanka,3,1,2,0.33,0.67
"Bay Oval, Mount Maunganui",Australia,4,4,0,1.0,0.0
"Guernsey Rovers Athletic Club Ground, Port Soif",Bulgaria,3,0,3,0.0,1.0
"Guernsey Rovers Athletic Club Ground, Port Soif",Guernsey,3,2,1,0.67,0.33
"Guernsey Rovers Athletic Club Ground, Port Soif",Finland,3,3,0,1.0,0.0
"Guernsey Rovers Athletic Club Ground, Port Soif",Estonia,3,3,0,1.0,0.0
"King George V Sports Ground, Castel",Estonia,2,1,1,0.5,0.5
"Guernsey Rovers Athletic Club Ground, Port Soif",Greece,2,0,2,0.0,1.0
"Guernsey Rovers Athletic Club Ground, Port Soif",Spain,2,2,0,1.0,0.0
"Guernsey Rovers Athletic Club Ground, Port Soif",Malta,3,0,3,0.0,1.0
"Junction Oval, Melbourne",Western Australia,3,1,1,0.33,0.33
Sydney Cricket Ground,Tasmania,6,1,2,0.17,0.33
Bayer Uerdingen Cricket Ground,Italy,5,5,0,1.0,0.0
"Sportpark Maarschalkerweerd, Utrecht",Papua New Guinea,2,0,2,0.0,1.0
"VRA Ground, Amstelveen",Scotland,5,4,1,0.8,0.2
"VRA Ground, Amstelveen",Papua New Guinea,4,0,3,0.0,0.75
"Mangaung Oval, Bloemfontein",North West,1,1,0,1.0,0.0
"Mangaung Oval, Bloemfontein",Knights,10,1,8,0.1,0.8
"SuperSport Park, Centurion",Boland,1,0,1,0.0,1.0
"Boland Park, Paarl",Boland,2,1,1,0.5,0.5
"Boland Park, Paarl",Warriors,5,0,5,0.0,1.0
"Kingsmead, Durban",Boland,1,1,0,1.0,0.0
"The Wanderers Stadium, Johannesburg",Titans,3,1,2,0.33,0.67
"The Wanderers Stadium, Johannesburg",Lions,6,4,2,0.67,0.33
"Mladost Cricket Ground, Zagreb",Spain,5,5,0,1.0,0.0
"Mladost Cricket Ground, Zagreb",Croatia,5,0,5,0.0,1.0
"Faleata Oval No 2, Apia",Samoa,6,4,2,0.67,0.33
"Faleata Oval No 2, Apia",Cook Islands,6,4,2,0.67,0.33
"Faleata Oval No 2, Apia",Vanuatu,6,1,5,0.17,0.83
"KSCA Cricket Ground, Alur",Vidarbha,1,0,1,0.0,1.0
"KSCA Cricket Ground, Alur",Mumbai,1,1,0,1.0,0.0
"M Chinnaswamy Stadium, Bengaluru",Madhya Pradesh,2,1,1,0.5,0.5
"M Chinnaswamy Stadium, Bengaluru",Mumbai,2,2,0,1.0,0.0
"Sportpark Maarschalkerweerd, Utrecht",Canada,3,1,1,0.33,0.33
"Sportpark Maarschalkerweerd, Utrecht",United States of America,2,0,1,0.0,0.5
"Sportpark Westvliet, The Hague",United States of America,4,2,2,0.5,0.5
"Selangor Turf Club, Kuala Lumpur",Kuwait,6,4,1,0.67,0.17
Galle International Stadium,New Zealand,11,3,8,0.27,0.73
"YSD-UKM Cricket Oval, Bangi",Myanmar,4,2,2,0.5,0.5
"YSD-UKM Cricket Oval, Bangi",Hong Kong,4,3,0,0.75,0.0
"Bayuemas Oval, Kuala Lumpur",Singapore,7,2,5,0.29,0.71
"Bayuemas Oval, Kuala Lumpur",Maldives,5,2,3,0.4,0.6
"YSD-UKM Cricket Oval, Bangi",Kuwait,5,1,3,0.2,0.6
"YSD-UKM Cricket Oval, Bangi",Singapore,4,2,2,0.5,0.5
Marsa Sports Club,Greece,3,1,2,0.33,0.67
Marsa Sports Club,Serbia,1,0,1,0.0,1.0
Marsa Sports Club,Isle of Man,3,3,0,1.0,0.0
Multan Cricket Stadium,South Africa,4,3,1,0.75,0.25
"Wanderers Cricket Ground, Windhoek",United Arab Emirates,14,11,3,0.79,0.21
"Wanderers Cricket Ground, Windhoek",Zimbabwe,10,3,7,0.3,0.7
Koge Cricket Club,Austria,1,0,1,0.0,1.0
Koge Cricket Club,Denmark,3,3,0,1.0,0.0
Koge Cricket Club 2,Norway,1,1,0,1.0,0.0
Koge Cricket Club 2,Luxembourg,2,0,2,0.0,1.0
Lisicji Jarak Cricket Ground,Serbia,8,5,3,0.62,0.38
Lisicji Jarak Cricket Ground,Cyprus,2,2,0,1.0,0.0
"Maple Leaf North-West Ground, King City",Canada,10,9,1,0.9,0.1
"Maple Leaf North-West Ground, King City",Nepal,7,2,5,0.29,0.71
"Maple Leaf North-West Ground, King City",Oman,7,2,5,0.29,0.71
"Grand Prairie Stadium, Dallas",Nepal,8,3,3,0.38,0.38
"Grand Prairie Stadium, Dallas",Scotland,4,2,1,0.5,0.25
"Gymkhana Club Ground, Dar-es-Salaam",Cameroon,3,1,2,0.33,0.67
"Gymkhana Club Ground, Dar-es-Salaam",Ghana,2,2,0,1.0,0.0
University of Dar-es-Salaam Ground,Lesotho,2,0,2,0.0,1.0
University of Dar-es-Salaam Ground,Cameroon,2,1,1,0.5,0.5
"Yeonhui Cricket Ground, Incheon",Japan,9,8,1,0.89,0.11
"Yeonhui Cricket Ground, Incheon",Indonesia,7,3,4,0.43,0.57
"Yeonhui Cricket Ground, Incheon",Philippines,7,3,4,0.43,0.57
"Yeonhui Cricket Ground, Incheon",South Korea,8,0,8,0.0,1.0
"Marina Ground, Corfu",Greece,5,1,4,0.2,0.8
"Marina Ground, Corfu",Spain,4,4,0,1.0,0.0
"Yeonhui Cricket Ground, Incheon",Hong Kong,3,3,0,1.0,0.0
"Gymkhana Club Ground, Nairobi",Papua New Guinea,2,1,1,0.5,0.5
"Gymkhana Club Ground, Nairobi",Jersey,3,3,0,1.0,0.0
"Lugogo Cricket Oval, Kampala",Singapore,3,0,2,0.0,0.67
"Seddon Park, Hamilton",Auckland Aces,1,0,1,0.0,1.0
"University Oval, Dunedin",Wellington Firebirds,2,0,1,0.0,0.5
"University Oval, Dunedin",Auckland Aces,4,2,1,0.5,0.25
"Seddon Park, Hamilton",Canterbury,8,5,3,0.62,0.38
"Bay Oval, Mount Maunganui",Otago,2,1,1,0.5,0.5
"McLean Park, Napier",Auckland,4,2,2,0.5,0.5
"University Oval, Dunedin",Northern Districts,10,6,3,0.6,0.3
Gelephu International Cricket Ground,Thailand,4,4,0,1.0,0.0
Gelephu International Cricket Ground,Bhutan,9,3,6,0.33,0.67
Gelephu International Cricket Ground,Indonesia,5,0,5,0.0,1.0
"Gymkhana Club Ground, Nairobi",Zimbabwe,3,3,0,1.0,0.0
"Ruaraka Sports Club Ground, Nairobi",Zimbabwe,2,2,0,1.0,0.0
"Ruaraka Sports Club Ground, Nairobi",Rwanda,2,1,1,0.5,0.5
Lisicji Jarak Cricket Ground,Bulgaria,6,1,5,0.17,0.83
Singapore National Cricket Ground,Singapore,13,2,10,0.15,0.77
Singapore National Cricket Ground,Myanmar,7,5,2,0.71,0.29
Singapore National Cricket Ground,Kuwait,7,5,2,0.71,0.29
Zhejiang University of Technology Cricket Field,China,4,2,2,0.5,0.5
Zhejiang University of Technology Cricket Field,Hong Kong,5,3,2,0.6,0.4
Udayana Cricket Ground,Myanmar,6,0,6,0.0,1.0
"West End Park International Cricket Stadium, Doha",Saudi Arabia,10,4,6,0.4,0.6
University of Doha for Science and Technology,Saudi Arabia,3,2,1,0.67,0.33
University of Doha for Science and Technology,Bhutan,3,0,3,0.0,1.0
"West End Park International Cricket Stadium, Doha",Bhutan,3,0,3,0.0,1.0
University of Doha for Science and Technology,United Arab Emirates,3,3,0,1.0,0.0
University of Doha for Science and Technology,Thailand,2,1,1,0.5,0.5
"West End Park International Cricket Stadium, Doha",Thailand,4,2,2,0.5,0.5
"Nigeria Cricket Federation Oval 1, Abuja",Ivory Coast,1,0,1,0.0,1.0
"Nigeria Cricket Federation Oval 1, Abuja",St Helena,3,1,2,0.33,0.67
"Nigeria Cricket Federation Oval 1, Abuja",Botswana,1,1,0,1.0,0.0
"Tafawa Balewa Square Cricket Oval, Lagos",Ivory Coast,2,0,2,0.0,1.0
"Shere Bangla National Stadium, Mirpur",Durbar Rajshahi,5,3,2,0.6,0.4
"Shere Bangla National Stadium, Mirpur",Chittagong Kings,19,11,8,0.58,0.42
"Zahur Ahmed Chowdhury Stadium, Chattogram",Chittagong Kings,5,2,3,0.4,0.6
"Zahur Ahmed Chowdhury Stadium, Chattogram",Dhaka Capital,3,2,1,0.67,0.33
"Zahur Ahmed Chowdhury Stadium, Chattogram",Durbar Rajshahi,4,2,2,0.5,0.5
Las Caballerizas,Costa Rica,1,0,0,0.0,0.0
